marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
divorced,no,yes,no,4,0,28,blue-collar,no,unknown,101
divorced,no,yes,yes,1,0,45,unemployed,no,secondary,728
married,no,yes,no,1,0,45,entrepreneur,no,primary,2418
married,no,yes,no,4,0,51,management,no,tertiary,2934
single,no,yes,no,4,0,42,technician,no,secondary,0
single,no,no,no,1,0,43,unknown,no,unknown,181
married,no,no,no,4,0,34,management,no,tertiary,176
married,no,yes,no,2,5,36,blue-collar,no,primary,49
married,no,yes,no,1,0,37,blue-collar,no,secondary,2023
married,no,yes,no,1,0,50,blue-collar,no,secondary,372
divorced,no,no,no,2,0,42,management,yes,unknown,7702
single,no,yes,no,1,2,34,blue-collar,no,primary,464
married,no,yes,no,1,0,48,management,no,secondary,117
married,no,yes,yes,2,0,47,admin.,no,secondary,104
married,no,yes,no,1,0,40,management,no,tertiary,1041
married,no,no,no,2,3,37,management,no,tertiary,539
married,no,yes,no,2,0,38,blue-collar,no,primary,0
single,no,yes,no,1,0,29,technician,no,tertiary,406
married,no,yes,no,1,1,46,blue-collar,no,primary,2558
married,no,yes,no,2,0,26,blue-collar,no,secondary,484
single,no,yes,no,4,0,30,services,no,tertiary,3516
married,no,yes,no,2,0,42,blue-collar,no,secondary,5639
single,no,no,no,2,0,42,management,no,tertiary,100
single,no,yes,no,5,0,31,admin.,no,secondary,1306
single,no,yes,no,1,0,37,management,no,tertiary,815
married,no,yes,no,11,0,26,blue-collar,no,secondary,245
married,no,no,no,2,0,54,blue-collar,no,unknown,191
married,no,no,no,2,1,70,retired,no,secondary,2815
single,no,yes,yes,1,0,29,self-employed,no,secondary,3672
married,no,yes,no,1,0,50,services,no,secondary,1572
divorced,no,yes,no,1,0,60,unemployed,no,secondary,385
single,no,no,no,2,0,32,technician,no,secondary,29
married,no,no,yes,3,0,32,technician,no,secondary,84
single,no,yes,no,2,0,34,self-employed,no,tertiary,876
single,no,yes,no,7,0,48,services,no,primary,1499
married,no,yes,no,1,0,25,student,no,tertiary,0
married,no,yes,yes,2,2,32,management,no,secondary,6217
married,no,yes,no,1,0,32,blue-collar,no,primary,329
divorced,no,yes,no,4,0,47,admin.,no,secondary,162
married,no,no,no,3,2,32,technician,no,unknown,14533
single,no,yes,no,3,0,49,management,yes,tertiary,151
married,no,yes,yes,2,0,53,services,no,secondary,-2
single,no,no,no,6,0,41,blue-collar,no,unknown,4684
divorced,no,no,yes,2,0,47,management,no,tertiary,1149
married,no,yes,no,4,0,35,blue-collar,no,primary,11
single,no,no,no,3,0,33,management,no,secondary,8004
married,no,yes,no,5,0,49,blue-collar,no,primary,1019
divorced,no,no,no,3,0,46,management,yes,tertiary,1297
divorced,no,yes,yes,4,0,29,management,no,tertiary,415
married,no,yes,no,3,0,58,self-employed,no,primary,671
single,no,yes,no,1,0,40,admin.,no,secondary,2378
married,no,yes,no,1,0,34,management,no,tertiary,417
married,no,no,no,3,0,60,retired,no,primary,71
married,no,no,no,2,0,43,management,no,tertiary,1188
married,no,yes,no,6,0,50,blue-collar,no,primary,8139
married,no,yes,no,4,0,33,blue-collar,no,secondary,249
married,no,yes,no,2,0,37,blue-collar,no,primary,689
married,no,yes,no,5,12,55,self-employed,no,secondary,203
single,yes,no,yes,4,0,45,blue-collar,no,primary,-183
married,no,no,yes,2,0,47,blue-collar,no,primary,3451
married,no,no,no,3,0,58,technician,no,secondary,116
married,no,yes,no,1,1,36,services,no,secondary,1746
married,no,yes,no,2,0,55,technician,no,secondary,0
married,no,yes,no,2,0,31,blue-collar,no,secondary,897
married,no,yes,yes,2,1,38,technician,no,secondary,821
married,no,yes,no,1,0,42,blue-collar,no,secondary,130
divorced,no,yes,no,4,0,32,management,no,tertiary,1
married,no,no,no,3,0,39,blue-collar,no,secondary,8
married,no,yes,no,4,0,41,technician,no,secondary,55
married,no,no,no,1,6,59,blue-collar,no,primary,699
divorced,no,no,no,1,3,42,unemployed,no,secondary,759
married,no,yes,no,2,1,33,blue-collar,no,secondary,687
married,no,no,no,1,2,53,retired,no,secondary,4968
married,no,yes,no,3,0,43,blue-collar,no,primary,1211
single,no,no,no,1,0,39,self-employed,yes,tertiary,426
single,no,yes,yes,1,0,27,entrepreneur,no,secondary,376
married,no,yes,no,1,0,39,management,no,tertiary,12
single,no,no,no,2,0,27,blue-collar,no,secondary,23
married,no,yes,no,2,0,33,admin.,no,secondary,353
divorced,no,yes,no,2,0,29,services,no,secondary,330
divorced,no,no,no,2,0,33,management,no,tertiary,0
married,no,no,no,2,0,41,entrepreneur,no,secondary,353
single,no,yes,no,1,0,38,technician,no,tertiary,2273
married,no,yes,no,1,0,30,management,no,tertiary,0
married,no,no,no,1,0,58,unemployed,no,tertiary,744
single,no,no,no,3,0,37,services,no,secondary,608
divorced,no,yes,no,3,1,36,admin.,no,secondary,356
married,no,yes,no,17,0,45,blue-collar,no,primary,1291
single,no,yes,no,2,0,23,technician,no,secondary,-306
married,no,no,no,3,1,53,blue-collar,yes,primary,306
married,no,yes,no,3,0,44,blue-collar,no,primary,-312
single,no,no,no,2,0,32,technician,no,secondary,493
married,no,yes,no,8,0,32,management,no,tertiary,71
married,no,yes,yes,2,0,38,admin.,no,tertiary,669
married,no,yes,no,2,4,47,blue-collar,no,primary,556
single,no,yes,no,1,0,34,services,no,secondary,84
married,no,yes,no,12,0,52,services,no,secondary,108
single,no,yes,no,1,0,45,admin.,no,secondary,-11
married,no,yes,no,2,0,50,blue-collar,no,primary,1164
divorced,no,yes,no,1,0,52,blue-collar,yes,primary,-191
married,no,no,no,2,0,37,blue-collar,no,secondary,132
married,no,yes,no,1,0,51,blue-collar,no,secondary,2237
married,no,yes,no,2,2,32,management,no,tertiary,4761
married,no,yes,yes,3,0,33,blue-collar,no,secondary,-346
married,no,yes,no,2,0,28,unemployed,no,secondary,655
married,no,yes,no,2,0,66,management,no,tertiary,1048
single,no,yes,no,2,0,31,services,no,secondary,0
married,no,yes,no,1,0,35,blue-collar,no,primary,624
single,no,no,no,2,0,47,services,yes,unknown,1784
single,no,no,no,2,0,36,admin.,no,secondary,1281
single,no,no,yes,1,0,32,technician,no,tertiary,569
married,no,yes,no,1,0,34,blue-collar,no,primary,1666
married,no,yes,no,2,1,40,admin.,no,secondary,168
married,no,no,no,2,0,33,self-employed,no,tertiary,263
married,no,yes,no,1,0,39,blue-collar,no,secondary,-405
married,no,yes,no,5,0,38,self-employed,no,secondary,279
single,no,no,no,4,0,32,technician,yes,secondary,0
married,no,no,no,1,0,65,unknown,no,unknown,300
single,no,no,no,1,0,34,unemployed,no,tertiary,415
single,no,yes,yes,4,0,34,admin.,no,primary,0
single,no,yes,yes,1,0,42,blue-collar,no,primary,1322
married,no,yes,yes,1,0,31,services,no,secondary,1062
married,no,yes,no,3,0,47,technician,no,secondary,302
divorced,no,yes,no,4,0,44,technician,no,secondary,809
married,no,yes,no,2,0,38,housemaid,no,secondary,-278
single,no,yes,no,1,0,28,management,no,tertiary,3238
single,no,yes,no,2,0,46,admin.,no,secondary,751
divorced,no,no,yes,2,0,51,blue-collar,no,primary,-28
divorced,no,no,no,2,0,42,management,no,tertiary,0
single,no,no,no,3,0,37,technician,yes,secondary,2442
married,no,yes,no,8,0,58,unemployed,no,tertiary,1798
married,no,no,no,1,3,43,admin.,yes,secondary,132
single,no,yes,no,1,0,36,management,no,tertiary,260
married,no,yes,yes,2,2,34,blue-collar,no,secondary,7
single,no,no,no,1,1,31,management,yes,tertiary,3283
married,no,yes,no,2,0,49,technician,no,unknown,323
married,no,yes,no,1,0,54,management,no,tertiary,2960
single,no,no,no,1,0,29,unemployed,no,secondary,486
divorced,no,yes,no,2,0,51,retired,no,secondary,343
divorced,no,yes,no,1,7,40,unemployed,no,secondary,507
single,no,yes,no,1,0,35,management,yes,tertiary,5958
single,no,no,no,2,0,25,student,yes,secondary,304
single,no,yes,no,1,0,32,blue-collar,yes,secondary,118
married,no,no,yes,1,5,30,self-employed,no,secondary,123
married,no,yes,no,3,0,38,management,no,tertiary,76
married,no,yes,no,2,0,46,admin.,yes,secondary,70
married,no,yes,yes,2,0,43,unemployed,no,primary,960
single,no,no,no,2,0,32,technician,no,tertiary,2185
single,no,yes,no,3,0,29,blue-collar,no,secondary,309
married,no,no,yes,2,1,56,blue-collar,no,secondary,2190
married,no,no,no,8,0,57,technician,no,primary,0
married,no,yes,no,2,0,38,admin.,no,secondary,3732
married,no,no,no,5,0,51,technician,no,primary,1550
single,no,no,yes,1,0,35,admin.,no,tertiary,62
married,no,no,no,7,0,37,blue-collar,no,primary,704
married,no,yes,no,3,7,48,management,yes,secondary,4415
single,yes,yes,no,3,0,30,blue-collar,no,secondary,4
married,no,no,no,4,0,60,retired,no,secondary,262
married,no,yes,no,1,0,56,management,no,secondary,238
married,no,yes,no,3,0,45,blue-collar,no,primary,97
divorced,no,no,no,6,0,38,technician,no,secondary,410
single,no,no,no,1,0,20,student,no,secondary,1191
married,no,yes,no,4,0,59,retired,no,primary,-47
married,no,no,no,3,0,34,technician,yes,tertiary,197
married,no,no,no,7,0,36,blue-collar,no,unknown,6
single,no,yes,no,1,2,53,admin.,yes,secondary,2398
married,no,yes,no,1,0,51,management,no,tertiary,630
married,no,no,no,4,0,58,retired,no,secondary,235
married,no,yes,no,2,0,48,management,no,primary,1910
married,no,yes,no,1,0,56,management,no,tertiary,3172
married,no,no,no,2,0,51,blue-collar,no,primary,872
married,no,yes,no,6,0,35,blue-collar,no,secondary,407
single,no,yes,no,1,1,40,admin.,yes,secondary,100
married,no,no,no,1,0,59,housemaid,no,secondary,345
divorced,no,no,yes,1,0,44,management,no,tertiary,2058
married,no,no,no,1,0,49,housemaid,yes,primary,889
married,no,yes,no,7,0,35,admin.,no,tertiary,0
married,no,no,no,8,0,41,management,no,tertiary,51
married,no,no,no,1,0,55,retired,no,primary,150
married,yes,no,yes,1,0,51,self-employed,no,secondary,34
single,no,no,no,3,0,27,services,no,secondary,795
married,no,no,yes,12,0,57,blue-collar,no,primary,282
single,no,no,no,2,0,51,management,no,tertiary,2139
married,no,yes,no,12,0,38,management,no,tertiary,-469
married,no,yes,no,1,2,49,admin.,yes,secondary,197
single,no,yes,no,1,1,40,technician,no,tertiary,825
single,no,no,no,1,3,47,housemaid,no,tertiary,3232
divorced,no,yes,no,1,0,48,management,no,secondary,1598
married,no,no,no,9,0,47,services,no,tertiary,871
married,no,no,no,11,0,56,services,no,secondary,83
single,no,no,no,2,2,29,management,yes,tertiary,1445
married,no,yes,no,3,0,38,technician,yes,secondary,226
married,no,yes,no,4,0,32,management,no,tertiary,-55
single,no,yes,no,5,0,42,admin.,no,secondary,243
married,no,no,no,6,0,30,blue-collar,no,primary,-336
single,no,yes,no,5,0,26,admin.,no,tertiary,3672
married,no,yes,no,1,5,35,technician,yes,secondary,0
married,no,yes,yes,3,0,35,technician,no,secondary,251
single,no,no,no,2,2,35,self-employed,no,tertiary,44
married,no,no,no,10,0,57,blue-collar,yes,secondary,2887
single,no,no,no,1,2,29,admin.,no,secondary,1992
single,no,no,no,2,0,32,blue-collar,no,secondary,2
married,no,yes,no,1,0,45,technician,no,secondary,1415
single,no,yes,no,4,1,51,management,yes,tertiary,297
single,no,yes,no,8,0,31,technician,no,secondary,1094
married,no,yes,no,1,0,50,self-employed,no,unknown,-84
single,no,yes,no,1,0,38,blue-collar,no,secondary,-1
married,no,yes,no,1,0,37,management,no,tertiary,347
married,no,yes,no,2,0,35,management,no,tertiary,1253
married,no,no,no,1,0,37,unemployed,no,unknown,4565
single,no,no,no,6,0,28,management,no,tertiary,781
married,no,no,no,6,0,38,management,no,tertiary,7124
married,no,no,no,14,0,43,management,no,secondary,17555
married,no,yes,no,3,0,43,management,no,unknown,5172
married,no,no,no,1,0,56,management,no,tertiary,15520
single,no,yes,no,1,3,32,technician,no,tertiary,13711
divorced,no,no,no,2,0,58,management,no,tertiary,1533
married,no,no,no,7,0,47,management,no,tertiary,286
single,no,yes,no,2,0,31,blue-collar,no,secondary,-219
married,no,yes,no,1,0,38,management,no,tertiary,0
married,no,yes,no,14,0,50,blue-collar,no,secondary,810
married,no,no,no,2,0,32,blue-collar,no,secondary,300
single,no,yes,no,1,2,37,services,no,secondary,1175
married,no,yes,no,2,0,39,management,no,tertiary,0
married,no,yes,no,1,0,40,services,no,secondary,113
married,no,yes,no,1,0,41,blue-collar,no,secondary,641
married,no,yes,no,1,0,45,technician,no,secondary,1477
married,no,yes,no,2,0,31,admin.,no,secondary,0
married,no,yes,no,1,0,54,services,no,primary,8
divorced,no,yes,yes,2,0,39,admin.,no,secondary,399
divorced,yes,yes,yes,2,0,56,admin.,no,secondary,-435
single,no,no,no,12,0,35,admin.,no,secondary,2830
married,no,no,no,7,0,34,management,no,secondary,15
single,no,no,no,2,0,31,technician,no,secondary,125
married,no,no,no,4,0,38,technician,no,tertiary,45
married,no,no,no,2,0,41,technician,no,tertiary,13
married,no,yes,no,1,0,44,entrepreneur,no,tertiary,0
married,no,yes,no,1,0,49,blue-collar,no,secondary,579
single,no,yes,no,3,0,30,services,no,secondary,432
single,no,yes,no,2,0,31,services,no,secondary,1987
married,no,yes,no,6,0,34,management,no,secondary,857
married,no,no,no,3,1,70,retired,no,tertiary,15834
married,no,no,no,3,0,45,management,no,tertiary,3370
married,no,no,no,2,0,31,management,no,tertiary,6290
married,no,no,no,3,0,57,admin.,no,secondary,808
married,no,yes,no,3,0,40,services,no,unknown,4075
married,no,yes,no,9,1,28,blue-collar,no,secondary,373
single,no,yes,no,1,0,44,admin.,no,secondary,-101
divorced,no,no,no,3,0,49,services,no,secondary,3250
married,no,yes,no,3,0,46,management,no,tertiary,1375
married,no,no,no,3,0,34,management,no,tertiary,180
married,no,no,no,4,0,58,technician,no,secondary,175
married,no,no,yes,12,0,52,services,no,secondary,381
married,no,yes,no,1,1,27,blue-collar,no,secondary,2171
married,no,yes,no,2,0,48,technician,no,secondary,340
divorced,yes,yes,yes,5,0,33,technician,no,secondary,10
married,no,yes,no,3,5,46,admin.,no,secondary,4958
married,no,no,yes,2,0,51,housemaid,no,unknown,21244
married,no,no,no,7,0,31,management,yes,tertiary,156
divorced,no,yes,yes,4,0,35,technician,no,secondary,473
single,no,no,no,1,0,37,admin.,no,secondary,781
married,no,no,no,1,0,60,entrepreneur,no,primary,0
married,no,no,no,2,0,40,technician,no,secondary,1819
married,no,yes,no,2,3,50,management,no,tertiary,4374
married,no,yes,yes,8,0,34,entrepreneur,no,secondary,456
married,no,yes,no,3,0,32,technician,no,secondary,253
single,no,yes,no,2,1,36,services,no,secondary,774
single,no,no,yes,1,0,32,admin.,no,tertiary,-59
divorced,no,no,yes,1,0,40,services,no,secondary,-81
married,no,yes,no,1,3,37,blue-collar,no,primary,0
married,no,yes,no,1,0,57,management,no,tertiary,0
married,no,no,no,2,0,46,management,no,tertiary,-3
single,no,yes,no,1,0,31,blue-collar,no,primary,2488
divorced,yes,no,no,1,0,39,technician,yes,tertiary,3
married,no,yes,no,3,0,35,management,no,secondary,839
married,no,no,no,1,0,32,blue-collar,no,primary,103
divorced,no,yes,no,3,0,44,technician,no,secondary,316
single,no,yes,no,2,0,41,technician,no,secondary,1680
divorced,no,no,no,1,0,59,retired,no,primary,7179
married,no,yes,no,2,0,39,services,no,secondary,247
married,no,no,no,1,0,54,management,yes,tertiary,8295
single,no,yes,yes,1,0,27,services,no,secondary,261
married,no,yes,no,4,0,51,self-employed,yes,secondary,95
single,no,no,no,6,0,33,technician,no,secondary,291
married,no,yes,no,1,1,38,blue-collar,no,primary,2240
married,no,no,no,3,0,52,entrepreneur,no,tertiary,0
divorced,no,yes,no,10,0,54,management,no,tertiary,1295
married,no,yes,no,2,0,33,blue-collar,no,primary,324
married,no,yes,no,1,0,50,technician,no,secondary,669
single,no,yes,yes,1,0,39,blue-collar,no,secondary,4143
single,no,no,no,1,0,34,management,yes,tertiary,2646
single,no,no,no,1,0,41,technician,no,secondary,618
divorced,no,yes,no,1,2,48,management,no,tertiary,541
married,no,yes,no,1,0,38,services,no,secondary,434
married,no,yes,no,1,0,34,blue-collar,no,secondary,622
married,no,yes,no,2,0,32,blue-collar,no,secondary,0
married,no,yes,no,1,0,48,management,no,secondary,99
single,no,yes,no,1,0,28,services,no,secondary,290
married,no,yes,no,1,1,47,blue-collar,yes,secondary,1230
single,no,yes,yes,3,7,32,admin.,no,secondary,45
married,no,yes,no,4,0,32,admin.,no,secondary,923
married,no,no,no,2,0,38,management,no,tertiary,950
married,no,no,no,3,1,86,retired,no,secondary,1503
married,no,no,no,8,0,47,technician,no,secondary,65
married,no,yes,yes,1,2,42,management,no,primary,-679
married,no,no,yes,1,0,44,management,no,tertiary,773
single,no,no,no,2,2,25,student,no,unknown,10788
divorced,no,yes,no,1,1,34,services,no,secondary,991
married,no,no,no,2,0,34,admin.,yes,secondary,247
married,no,no,no,3,0,53,blue-collar,no,primary,4143
married,no,yes,no,5,0,42,blue-collar,no,unknown,-406
single,no,no,no,1,2,30,blue-collar,no,secondary,180
single,no,yes,no,2,0,26,blue-collar,yes,primary,-887
married,no,yes,no,1,0,40,services,no,secondary,4157
single,no,yes,yes,6,0,34,technician,no,secondary,1386
married,no,no,no,1,0,34,services,no,secondary,2211
married,no,no,yes,2,0,40,management,no,tertiary,-495
married,no,yes,no,2,0,36,management,no,tertiary,27359
single,no,yes,no,2,2,34,technician,no,secondary,440
single,no,yes,no,2,0,32,blue-collar,no,secondary,135
married,no,yes,no,5,2,39,technician,no,secondary,-735
married,no,no,no,2,0,36,technician,no,tertiary,60
divorced,no,yes,no,2,5,39,technician,yes,secondary,902
married,no,yes,no,1,0,33,management,no,unknown,18347
single,no,yes,no,5,0,34,blue-collar,no,secondary,-72
married,no,no,no,2,0,42,management,yes,tertiary,1205
married,no,yes,no,10,0,46,technician,no,secondary,499
single,no,yes,yes,2,0,32,management,no,tertiary,656
married,no,no,no,2,0,27,services,no,secondary,100
divorced,no,yes,no,3,0,35,technician,no,secondary,69
married,no,no,no,6,0,53,technician,no,unknown,619
single,no,no,no,4,0,29,services,no,secondary,192
single,no,no,no,6,0,35,management,no,tertiary,0
married,no,no,no,1,0,49,management,no,tertiary,87
married,no,no,no,2,0,58,management,no,tertiary,3228
single,no,no,no,1,0,40,management,yes,tertiary,1361
single,no,no,no,3,0,19,student,no,unknown,0
single,no,yes,no,1,0,30,student,no,tertiary,34
single,no,no,yes,5,0,34,technician,no,secondary,318
married,no,no,no,1,0,60,retired,no,secondary,197
single,no,no,no,2,7,28,student,yes,tertiary,0
married,no,yes,no,2,4,46,management,yes,tertiary,273
divorced,no,yes,no,7,0,49,blue-collar,no,primary,15
divorced,no,yes,no,1,0,59,management,no,tertiary,7813
single,no,yes,yes,3,0,44,technician,no,secondary,-27
married,no,no,no,4,0,33,technician,no,tertiary,75
married,no,yes,no,1,7,54,retired,no,secondary,1139
married,no,yes,no,3,0,26,blue-collar,no,secondary,115
married,no,no,no,1,1,54,blue-collar,no,secondary,0
married,no,no,no,2,0,48,housemaid,yes,primary,7195
single,no,no,yes,2,0,30,services,yes,tertiary,-477
single,no,no,no,1,1,29,management,yes,tertiary,1026
married,no,yes,no,1,0,51,entrepreneur,no,tertiary,3921
married,no,yes,no,1,0,53,unemployed,yes,primary,980
married,no,yes,no,6,0,43,blue-collar,no,secondary,-179
married,no,yes,yes,1,0,34,admin.,no,tertiary,2552
married,no,yes,no,1,0,40,entrepreneur,no,tertiary,1729
married,no,yes,no,1,0,43,technician,no,secondary,434
single,no,yes,yes,1,0,33,admin.,no,secondary,-300
married,no,no,no,3,0,66,retired,no,secondary,4785
divorced,no,yes,no,1,0,44,technician,no,secondary,-329
married,no,yes,no,8,0,33,services,no,secondary,0
single,no,no,no,2,0,31,technician,no,secondary,391
